Codigo Produto,Descrição,Valor_unitário,Código de Barras,Sku,Fornecedor,Data Emissão,NCM,Marca,Peso,Url Imagem,Largura,Altura,Comprimento,Categoria,GTIN_Válido,Preço Final,Taxas,Lucro,Tipo Taxa,Url_Imagem1.0,Url_Imagem2.0,Url_Imagem3.0,Url Cloudinary
14231,CORANTE LIQUIDO AZUL 50ML XADREZ,3.77,7890000142311,7890000142311,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-10-03 05:27:00,32041700,XADREZ,0.062,https://cdn.construja.com.br/produtos/14231/14231.jpg,3.5,9.0,3.5,DIVERSOS - PINTURA,True,10.18,6.04,0.38,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692397/imagens_otimizadas_marketplace/img_temp.jpg"
14232,CORANTE LIQUIDO LARANJA 50ML XADREZ,4.248,7890000142321,CORANTE LIQUIDO LARANJA 50ML,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-08-27 04:52:00,32041700,XADREZ,0.061,https://cdn.construja.com.br/produtos/14232/14232.jpg,3.5,9.0,3.5,DIVERSOS - PINTURA,True,10.84,6.17,0.42,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692399/imagens_otimizadas_marketplace/img_temp.jpg"
14233,CORANTE LIQUIDO MARROM 50ML XADREZ,3.6070833333,7890000142331,CORANTE LIQUIDO MARROM 50ML,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-01-25 00:55:00,32041700,XADREZ,0.086,https://cdn.construja.com.br/produtos/14233/14233.jpg,3.5,9.0,3.5,DIVERSOS - PINTURA,True,9.96,5.99,0.36,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692399/imagens_otimizadas_marketplace/img_temp.jpg"
14234,CORANTE LIQUIDO OCRE 50ML XADREZ,4.248,7890000142341,CORANTE LIQUIDO OCRE 50ML,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-08-27 04:52:00,32041700,XADREZ,0.088,https://cdn.construja.com.br/produtos/14234/14234.jpg,3.0,9.0,3.0,DIVERSOS - PINTURA,True,10.84,6.17,0.42,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692400/imagens_otimizadas_marketplace/img_temp.jpg"
14235,CORANTE LIQUIDO PRETO 50ML XADREZ,3.77,7890000142351,CORANTE LIQUIDO PRETO 50ML,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-10-03 05:27:00,32041700,XADREZ,0.065,https://cdn.construja.com.br/produtos/14235/14235.jpg,3.5,9.0,3.5,DIVERSOS - PINTURA,True,10.18,6.04,0.38,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692401/imagens_otimizadas_marketplace/img_temp.jpg"
14236,CORANTE LIQUIDO VERDE 50ML XADREZ,3.59,7890000142361,CORANTE LIQUIDO VERDE 50ML,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-09-11 04:02:00,32041700,XADREZ,0.063,https://cdn.construja.com.br/produtos/14236/14236.jpg,3.5,9.0,3.5,DIVERSOS - PINTURA,True,9.94,5.99,0.36,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692401/imagens_otimizadas_marketplace/img_temp.jpg"
14237,CORANTE LIQUIDO VIOLETA 50ML XADREZ,3.915,7890000142371,CORANTE LIQUIDO VIOLETA 50ML,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-01-07 09:28:00,32041700,XADREZ,0.058,https://cdn.construja.com.br/produtos/14237/14237.jpg,3.5,9.0,3.5,DIVERSOS - PINTURA,True,10.38,6.08,0.39,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692402/imagens_otimizadas_marketplace/img_temp.jpg"
14238,CORANTE LIQUIDO VERMELHO 50ML XADREZ,3.59,7890000142381,CORANTE LIQUIDO VERMELHO 50ML,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-09-11 04:02:00,32041700,XADREZ,0.062,https://cdn.construja.com.br/produtos/14238/14238.jpg,3.6,9.0,3.6,DIVERSOS - PINTURA,True,9.94,5.99,0.36,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692402/imagens_otimizadas_marketplace/img_temp.jpg"
15391,BRACO CHUVEIRO ALUM 40CM BR 1/2 SEA,10.261,7890000153911,7890000153911,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2024-02-06 06:38:00,76081000,SEA,0.083,https://cdn.construja.com.br/produtos/15391/15391.jpg,2.5,2.5,2.5,BRAÇO CHUVEIRO,True,19.11,7.82,1.03,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692403/imagens_otimizadas_marketplace/img_temp.jpg"
15492,FECHO CHATO 0 (073X030MM) INCA,5.237,7890000154921,FECHO CHATO 0 (073X030MM),CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2022-10-18 05:43:00,83024100,INCA,0.057,https://cdn.construja.com.br/produtos/15492/15492.jpg,3.0,3.0,3.0,FECHOS FERROLHOS DOBRADIÇAS,True,12.2,6.44,0.52,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692404/imagens_otimizadas_marketplace/img_temp.jpg"
15946,DISJ DIN UNIP 20A CURVA C STECK,8.19,7890000159461,DISJ DIN UNIP 20A CURVA C,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2022-11-10 04:16:00,85362000,STECK,0.082,https://cdn.construja.com.br/produtos/15946/15946.jpg,8.0,7.0,8.0,CENTRO DISJUNTOR,True,16.26,7.25,0.82,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692405/imagens_otimizadas_marketplace/img_temp.jpg"
16667,CHAVE FIXA 10X11MM TRAMON,6.816,7890000166671,CHAVE FIXA 10X11MM,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-09-02 05:45:00,82041100,TRAMON,0.042,https://cdn.construja.com.br/produtos/16667/16667.jpg,5.0,2.0,5.0,FERRAMENTAS MANUAIS E ACESSÓRIOS,True,14.37,6.87,0.68,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692406/imagens_otimizadas_marketplace/img_temp.jpg"
17007,"BROCA ACO RAPIDO 4,0MM IRWIN",5.253,7890000170071,"BROCA ACO RAPIDO 4,0MM",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2024-10-01 05:36:00,82075011,IRWIN,0.006,https://cdn.construja.com.br/produtos/17007/17007.jpg,0.2,0.2,0.2,BROCAS,True,12.22,6.44,0.53,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692407/imagens_otimizadas_marketplace/img_temp.jpg"
17010,"BROCA ACO RAPIDO 5,5MM IRWIN",7.038,7890000170101,"BROCA ACO RAPIDO 5,5MM",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-05-20 06:14:00,82075011,IRWIN,0.016,https://cdn.construja.com.br/produtos/17010/17010.jpg,0.5,0.5,0.5,BROCAS,True,14.68,6.94,0.7,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692408/imagens_otimizadas_marketplace/img_temp.jpg"
17011,"BROCA ACO RAPIDO 6,0MM IRWIN",7.338,7890000170111,"BROCA ACO RAPIDO 6,0MM",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-05-20 06:14:00,82075011,IRWIN,0.015,https://cdn.construja.com.br/produtos/17011/17011.jpg,0.5,0.5,0.5,BROCAS,True,15.09,7.02,0.73,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692408/imagens_otimizadas_marketplace/img_temp.jpg"
17015,"BROCA ACO RAPIDO 8,0MM IRWIN",14.316,7890000170151,"BROCA ACO RAPIDO 8,0MM",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-01-07 09:28:00,82075011,IRWIN,0.034,https://cdn.construja.com.br/produtos/17015/17015.jpg,0.5,0.5,0.5,BROCAS,True,24.68,8.94,1.43,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692408/imagens_otimizadas_marketplace/img_temp.jpg"
17054,"BROCA VIDEA 6,0MM 5/64 IRWIN",7.048,7890000170541,"BROCA VIDEA 6,0MM 5/64",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-02-19 04:26:00,82075011,IRWIN,0.018,https://cdn.construja.com.br/produtos/17054/17054.jpg,0.5,0.5,0.5,BROCAS,True,14.69,6.94,0.7,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692410/imagens_otimizadas_marketplace/img_temp.jpg"
17060,"BROCA VIDEA 10,0MM 13/32 IRWIN",13.433,7890000170601,"BROCA VIDEA 10,0MM 13/32",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-11-22 01:26:00,82075011,IRWIN,0.059,https://cdn.construja.com.br/produtos/17060/17060.jpg,1.0,1.0,1.0,BROCAS,True,23.47,8.69,1.34,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692411/imagens_otimizadas_marketplace/img_temp.jpg"
17393,CHAVE FENDA TOCO CRV C/PI 3/16X11/2 FOX/FAMASTIL,4.966,7890000173931,CHAVE FENDA TOCO CRV C/PI 3/16X11/2,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-10-23 04:43:00,82054000,FOX/FAMASTIL,0.048,https://cdn.construja.com.br/produtos/17393/17393.jpg,4.0,2.0,4.0,FERRAMENTAS MANUAIS E ACESSÓRIOS,True,11.83,6.37,0.5,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692411/imagens_otimizadas_marketplace/img_temp.jpg"
17440,RATOEIRA ADESIVA PEGA RATO KRODEC,3.484,7890000174401,RATOEIRA ADESIVA PEGA RATO,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-11-26 04:41:00,35069900,KRODEC,0.039,https://cdn.construja.com.br/produtos/17440/17440.jpg,18.0,1.0,18.0,DIVERSOS-UD,True,9.79,5.96,0.35,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692412/imagens_otimizadas_marketplace/img_temp.jpg"
17985,CADEADO LATAO 20 PADO,10.39,7890000179851,CADEADO LATAO 20,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-04-15 07:12:00,83011000,PADO,0.05,https://cdn.construja.com.br/produtos/17985/17985.jpg,3.0,2.0,3.0,DIVERSOS - FERRAGENS,True,19.29,7.86,1.04,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692412/imagens_otimizadas_marketplace/img_temp.jpg"
17986,CADEADO LATAO 25 PADO,11.99,7890000179861,CADEADO LATAO 25,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-04-15 07:12:00,83011000,PADO,0.076,https://cdn.construja.com.br/produtos/17986/17986.jpg,3.0,2.0,3.0,DIVERSOS - FERRAGENS,True,21.49,8.3,1.2,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692414/imagens_otimizadas_marketplace/img_temp.jpg"
17987,CADEADO LATAO 30 PADO,15.69,7890000179871,CADEADO LATAO 30,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-10-17 06:00:00,83011000,PADO,0.099,https://cdn.construja.com.br/produtos/17987/17987.jpg,3.5,2.0,3.5,DIVERSOS - FERRAGENS,True,26.57,9.31,1.57,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692415/imagens_otimizadas_marketplace/img_temp.jpg"
17990,CADEADO LATAO 45 PADO,28.69,7890000179901,CADEADO LATAO 45,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-10-17 06:00:00,83011000,PADO,0.21,https://cdn.construja.com.br/produtos/17990/17990.jpg,5.0,2.0,5.0,DIVERSOS - FERRAGENS,True,44.45,12.89,2.87,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692415/imagens_otimizadas_marketplace/img_temp.jpg"
18543,REBITE ALUM REPUXO 314 (1/8) C/200 NEW-FIX,10.339,7890000185431,7890000185431,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2024-02-06 06:38:00,83082000,NEW-FIX,0.282,https://cdn.construja.com.br/produtos/18543/18543.jpg,9.5,5.0,9.5,DIVERSOS - FERRAGENS,True,19.22,7.84,1.03,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692416/imagens_otimizadas_marketplace/img_temp.jpg"
18544,REBITE ALUM REPUXO 316 (1/8) C/200 NEW-FIX,10.395,7890000185441,REBITE ALUM REPUXO 316 (1/8) C/200,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2024-02-06 06:38:00,83082000,NEW-FIX,0.295,https://cdn.construja.com.br/produtos/18544/18544.jpg,8.0,4.5,8.0,DIVERSOS - FERRAGENS,True,19.29,7.86,1.04,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692416/imagens_otimizadas_marketplace/img_temp.jpg"
18547,REBITE ALUM REPUXO 410 (5/32) C/200 NEW-FIX,12.843,7890000185471,REBITE ALUM REPUXO 410 (5/32) C/200,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2024-11-19 08:44:00,83082000,NEW-FIX,0.34,https://cdn.construja.com.br/produtos/18547/18547.jpg,8.0,4.5,8.0,DIVERSOS - FERRAGENS,True,22.66,8.53,1.28,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692416/imagens_otimizadas_marketplace/img_temp.jpg"
18549,REBITE ALUM REPUXO 414 (5/32) C/200 NEW-FIX,16.618,7890000185491,REBITE ALUM REPUXO 414 (5/32) C/200,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2024-02-06 06:38:00,83082000,NEW-FIX,0.39,https://cdn.construja.com.br/produtos/18549/18549.jpg,8.0,6.0,8.0,DIVERSOS - FERRAGENS,True,27.85,9.57,1.66,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692416/imagens_otimizadas_marketplace/img_temp.jpg"
18697,FITA ISOLANTE PRETA 20M IMPERIAL 3M,6.721,7890000186971,7890000186971,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-01-25 00:55:00,39191020,3M,0.065,https://cdn.construja.com.br/produtos/18697/18697.jpg,22.0,20.0,22.0,FITA ISOLANTE,True,14.24,6.85,0.67,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692418/imagens_otimizadas_marketplace/img_temp.jpg"
18904,FECHO CHATO 460X3 ZINC SILVANA,5.469,7890000189041,FECHO CHATO 460X3 ZINC,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2022-10-18 05:43:00,83014000,SILVANA,0.05,https://cdn.construja.com.br/produtos/18904/18904.jpg,8.0,3.0,8.0,FECHOS FERROLHOS DOBRADIÇAS,True,12.52,6.5,0.55,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692419/imagens_otimizadas_marketplace/img_temp.jpg"
18978,MACANETA BOLA CR SILVANA,18.925,7890000189781,7890000189781,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-02-19 04:26:00,83016000,SILVANA,0.145,https://cdn.construja.com.br/produtos/18978/18978.jpg,4.0,4.0,4.0,DIVERSOS - FERRAGENS,True,31.02,10.2,1.89,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692419/imagens_otimizadas_marketplace/img_temp.jpg"
19106,"PARAF CHIPB C/CHATA PHS BICR 3,5X12 NEW-FIX",2.379,7890000191061,"PARAF CHIPB C/CHATA PHS BICR 3,5X12",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2023-10-19 05:02:00,73181200,NEW-FIX,0.065,https://cdn.construja.com.br/produtos/19106/19106.jpg,9.5,4.5,9.5,PARAFUSOS,True,8.27,5.65,0.24,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692419/imagens_otimizadas_marketplace/img_temp.jpg"
19107,"PARAF CHIPB C/CHATA PHS BICR 3,5X14 NEW-FIX",2.73,7890000191071,"PARAF CHIPB C/CHATA PHS BICR 3,5X14",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2023-10-19 05:02:00,73181200,NEW-FIX,0.065,https://cdn.construja.com.br/produtos/19107/19107.jpg,9.5,5.0,9.5,PARAFUSOS,True,8.75,5.75,0.27,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692420/imagens_otimizadas_marketplace/img_temp.jpg"
101349,BLOCO VIDRO INCOLOR 19X19 MULTILIT,20.009,7890001013491,BLOCO VIDRO INCOLOR 19X19,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2021-02-10 05:51:00,70161000,MULTILIT,2.281,https://cdn.construja.com.br/produtos/101349/101349.jpg,19.0,8.0,19.0,ELEMENTOS VENTILADOS,True,32.51,10.5,2.0,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692420/imagens_otimizadas_marketplace/img_temp.jpg"
101369,GAS BUTANO CARTUCHO 227G CAMPGAS NAUTIKA,9.315,7890001013691,GAS BUTANO CARTUCHO 227G CAMPGAS,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-09-02 05:45:00,27111300,NAUTIKA,0.344,https://cdn.construja.com.br/produtos/101369/101369.jpg,29.0,21.0,29.0,FERRAMENTAS MANUAIS E ACESSÓRIOS,True,17.81,7.56,0.93,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692421/imagens_otimizadas_marketplace/img_temp.jpg"
104141,JOELHO AZUL 3/4X1/2 MULTILIT,3.65,7890001041411,JOELHO AZUL 3/4X1/2,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-11-22 01:25:00,39174090,MULTILIT,0.034,https://cdn.construdigi.com.br/produtos/104141/104141.jpg,4.5,3.0,4.5,CONEXÃO AZUL,True,10.02,6.0,0.36,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692421/imagens_otimizadas_marketplace/img_temp.jpg"
104145,LUVA AZUL 3/4X1/2 MULTILIT,3.392,7890001041451,LUVA AZUL 3/4X1/2,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-09-11 04:14:00,39174090,MULTILIT,0.026,https://cdn.construdigi.com.br/produtos/104145/104145.jpg,2.0,2.0,2.0,CONEXÃO AZUL,True,9.66,5.93,0.34,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692422/imagens_otimizadas_marketplace/img_temp.jpg"
104161,ADAPTADOR C/ FLANGE E ANEL 3/4 MULTILIT,6.5683333333,7890001041611,ADAPTADOR C/ FLANGE E ANEL 3/4,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2022-08-19 06:50:00,39174090,MULTILIT,0.088,https://cdn.construja.com.br/produtos/104161/104161.jpg,8.0,8.0,8.0,CONEXÕES ÁGUA,True,14.03,6.81,0.66,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692422/imagens_otimizadas_marketplace/img_temp.jpg"
104163,ADAPTADOR C/ FLANGE E ANEL 11/2 MULTILIT,14.9483333333,7890001041631,ADAPTADOR C/ FLANGE E ANEL 11/2,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2022-08-19 06:50:00,39174090,MULTILIT,0.155,https://cdn.construja.com.br/produtos/104163/104163.jpg,9.5,7.5,9.5,CONEXÕES ÁGUA,True,25.55,9.11,1.49,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692423/imagens_otimizadas_marketplace/img_temp.jpg"
104213,JOELHO ESG 100X45 MULTILIT,4.248,7890001042131,JOELHO ESG 100X45,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-04-24 03:04:00,39174090,MULTILIT,0.24,https://cdn.construdigi.com.br/produtos/104213/104213.jpg,14.0,18.0,14.0,CONEXÕES ESGOTO,True,10.84,6.17,0.42,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692424/imagens_otimizadas_marketplace/img_temp.jpg"
104217,JOELHO ESG 75X90 MULTILIT,3.785,7890001042171,JOELHO ESG 75X90,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-09-11 04:14:00,39174090,MULTILIT,0.156,https://cdn.construdigi.com.br/produtos/104217/104217.jpg,13.0,10.0,13.0,CONEXÕES ESGOTO,True,10.2,6.04,0.38,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692424/imagens_otimizadas_marketplace/img_temp.jpg"
104220,JOELHO ESG C/VISITA 100X50 MULTILIT,15.016,7890001042201,JOELHO ESG C/VISITA 100X50,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-02-19 04:15:00,39174090,MULTILIT,0.268,https://cdn.construdigi.com.br/produtos/104220/104220.jpg,2.25,35.0,2.25,CONEXÕES ESGOTO,True,25.65,9.13,1.5,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692424/imagens_otimizadas_marketplace/img_temp.jpg"
104222,JUNCAO ESG 50 MULTILIT,5.825,7890001042221,7890001042221,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2024-12-17 06:57:00,39174090,MULTILIT,0.127,https://cdn.construdigi.com.br/produtos/104222/104222.jpg,12.0,6.0,12.0,CONEXÕES ESGOTO,True,13.01,6.6,0.58,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692425/imagens_otimizadas_marketplace/img_temp.jpg"
104223,JUNCAO ESG 75 MULTILIT,10.467,7890001042231,JUNCAO ESG 75,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2024-12-17 06:57:00,39174090,MULTILIT,0.243,https://cdn.construdigi.com.br/produtos/104223/104223.jpg,12.0,9.0,12.0,CONEXÕES ESGOTO,True,19.39,7.88,1.05,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692425/imagens_otimizadas_marketplace/img_temp.jpg"
104229,LUVA ESG 75 MULTILIT,3.147,7890001042291,LUVA ESG 75,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-07-08 05:49:00,39174090,MULTILIT,0.068,https://cdn.construdigi.com.br/produtos/104229/104229.jpg,9.0,8.0,9.0,CONEXÕES ESGOTO,True,9.33,5.87,0.31,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692426/imagens_otimizadas_marketplace/img_temp.jpg"
104232,PORTA GRELHA PVC RED 10CM BR MULTILIT,3.026,7890001042321,PORTA GRELHA PVC RED 10CM BR,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2022-03-25 03:58:00,39174090,MULTILIT,0.034,https://cdn.construja.com.br/produtos/104232/104232.jpg,10.5,1.8,10.5,GRELHA E PORTA GRELHA,True,9.16,5.83,0.3,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692427/imagens_otimizadas_marketplace/img_temp.jpg"
104235,REDUCAO ESG 75X50 MULTILIT,4.79,7890001042351,7890001042351,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-03-25 05:29:00,39174090,MULTILIT,0.087,https://cdn.construdigi.com.br/produtos/104235/104235.jpg,55.0,18.0,55.0,CONEXÕES ESGOTO,True,11.59,6.32,0.48,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692427/imagens_otimizadas_marketplace/img_temp.jpg"
104236,REDUCAO ESG 100X50 MULTILIT,3.99,7890001042361,REDUCAO ESG 100X50,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-03-25 05:29:00,39174090,MULTILIT,0.147,https://cdn.construdigi.com.br/produtos/104236/104236.jpg,10.0,10.0,10.0,CONEXÕES ESGOTO,True,10.49,6.1,0.4,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692427/imagens_otimizadas_marketplace/img_temp.jpg"
104237,REDUCAO ESG 100X75 MULTILIT,5.65,7890001042371,REDUCAO ESG 100X75,CONSTRUDIGI DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO LTDA,2025-03-25 05:29:00,39174090,MULTILIT,0.133,https://cdn.construdigi.com.br/produtos/104237/104237.jpg,10.0,10.0,10.0,CONEXÕES ESGOTO,True,12.77,6.55,0.57,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692428/imagens_otimizadas_marketplace/img_temp.jpg"
110296,"MANG GAS OFICIAL 1,25M IBIRA",9.66,7890001102961,"MANG GAS OFICIAL 1,25M",CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2025-10-03 05:27:00,39173900,IBIRA,0.295,https://cdn.construja.com.br/produtos/110296/110296.jpg,2.0,1252.0,2.0,DIVERSOS - FERRAGENS,True,18.28,7.66,0.97,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692429/imagens_otimizadas_marketplace/img_temp.jpg"
111133,ARAME RECOZ 18 TORCIDO MULTILIT,18.99,7890001111330,ARAME RECOZ 18 TORCIDO,CONSTRUJA DISTR. DE MATERIAIS P/ CONSTRU,2021-10-26 05:07:00,72299000,MULTILIT,1.1,https://cdn.construja.com.br/produtos/111133/111133.jpg,18.0,4.0,18.0,ARAME,True,31.11,10.22,1.9,R$ 4.00 fixo,,,,"https://res.cloudinary.com/dr0dzla6q/image/upload/f_auto,q_auto/v1764692429/imagens_otimizadas_marketplace/img_temp.jpg"
