arquivo,url_cloudinary
1_CABO_FERRA.ENXADA_1.50_EUCALIPTO_C_CUNHA.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168448/imagens_otimizadas_marketplace/1_CABO_FERRA.ENXADA_1.50_EUCALIPTO_C_CUNHA.jpg"
3_PARAF_DRYWALL_FLANG_BROCA_DLB_42_X_19.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168449/imagens_otimizadas_marketplace/3_PARAF_DRYWALL_FLANG_BROCA_DLB_42_X_19.jpg"
1_LONA_CARRETEIRO_BRASFORT__3X3_AZUL_8595.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168451/imagens_otimizadas_marketplace/1_LONA_CARRETEIRO_BRASFORT__3X3_AZUL_8595.jpg"
3_CHAVE_PHIL.BELZER_C_3_16_X_4.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168452/imagens_otimizadas_marketplace/3_CHAVE_PHIL.BELZER_C_3_16_X_4.jpg"
1_TORN_BICA_M_C_FILTRO_HERC_BR_2880.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168453/imagens_otimizadas_marketplace/1_TORN_BICA_M_C_FILTRO_HERC_BR_2880.jpg"
2_FITA_ISOL_L&C_05_MTS_TUBO.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168454/imagens_otimizadas_marketplace/2_FITA_ISOL_L_C_05_MTS_TUBO.jpg"
2_SERRA_MARM.MAKITA_4100NH2_Z_220V.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168455/imagens_otimizadas_marketplace/2_SERRA_MARM.MAKITA_4100NH2_Z_220V.jpg"
1_PARAF_TELHA_110X1_4__KIT_C_100_JOMARCA.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168456/imagens_otimizadas_marketplace/1_PARAF_TELHA_110X1_4__KIT_C_100_JOMARCA.jpg"
1_LIXA_TATU_GK_FERRO_220_C_50.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168456/imagens_otimizadas_marketplace/1_LIXA_TATU_GK_FERRO_220_C_50.jpg"
2_LONA_PRETA_NEGREIRA_4X_50_GROSSA_13KG.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168457/imagens_otimizadas_marketplace/2_LONA_PRETA_NEGREIRA_4X_50_GROSSA_13KG.jpg"
1_THINNER_NATRIELLI_8116_900ML.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168458/imagens_otimizadas_marketplace/1_THINNER_NATRIELLI_8116_900ML.jpg"
3_TRINCHA_CONDOR_700_C_1_PRETA.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168459/imagens_otimizadas_marketplace/3_TRINCHA_CONDOR_700_C_1_PRETA.jpg"
1_NUMERO_COLONIAL_EMAVE_7_DOURADO.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168461/imagens_otimizadas_marketplace/1_NUMERO_COLONIAL_EMAVE_7_DOURADO.jpg"
2_TRINCHA_ROMA_302_E_2.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168463/imagens_otimizadas_marketplace/2_TRINCHA_ROMA_302_E_2.jpg"
"1_BROCA_ACO_RAPIDO_BRASFORT__2,0MM.jpg","https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168465/imagens_otimizadas_marketplace/1_BROCA_ACO_RAPIDO_BRASFORT__2_0MM.jpg"
1_CHAVE_FIXA_TRAMONTINA_16_X_17.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168466/imagens_otimizadas_marketplace/1_CHAVE_FIXA_TRAMONTINA_16_X_17.jpg"
2_PO_XADREZ_250GR_VERMELHO.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168468/imagens_otimizadas_marketplace/2_PO_XADREZ_250GR_VERMELHO.jpg"
3_RATOEIRA_FERRO_ZINCADO_TIPO_GAIOLA.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168471/imagens_otimizadas_marketplace/3_RATOEIRA_FERRO_ZINCADO_TIPO_GAIOLA.jpg"
1_BROCA_IRWIN_WIDEA_10MM.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168472/imagens_otimizadas_marketplace/1_BROCA_IRWIN_WIDEA_10MM.jpg"
2_BOMBA_DE_AR_PEDAL_BRASFORT_8406.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168474/imagens_otimizadas_marketplace/2_BOMBA_DE_AR_PEDAL_BRASFORT_8406.jpg"
3_PARAF_SEX.FERRO_A_1_4_X_3_4_JOMARCA.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168475/imagens_otimizadas_marketplace/3_PARAF_SEX.FERRO_A_1_4_X_3_4_JOMARCA.jpg"
1_NUMERO_COLONIAL_PEXCEL_1.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168476/imagens_otimizadas_marketplace/1_NUMERO_COLONIAL_PEXCEL_1.jpg"
3_DENVERCRIL_SUPER-CINZA_12KG_ONU_NA.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168477/imagens_otimizadas_marketplace/3_DENVERCRIL_SUPER-CINZA_12KG_ONU_NA.jpg"
3_BOTA_PEGA_FORTE_PT_AM_CANO_CURTO_N.42.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168478/imagens_otimizadas_marketplace/3_BOTA_PEGA_FORTE_PT_AM_CANO_CURTO_N.42.jpg"
3_MASSA_CORRIDA_EUCATEX_ACRILICA_A_1_4.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168479/imagens_otimizadas_marketplace/3_MASSA_CORRIDA_EUCATEX_ACRILICA_A_1_4.jpg"
3_PARAF_CHIPBOARD_CHATA_PHS_5.0_X_45_3152.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168480/imagens_otimizadas_marketplace/3_PARAF_CHIPBOARD_CHATA_PHS_5.0_X_45_3152.jpg"
3_FITA_EMBAL_ADELBRAS_MARROM_48X45_QUALIT.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168481/imagens_otimizadas_marketplace/3_FITA_EMBAL_ADELBRAS_MARROM_48X45_QUALIT.jpg"
3_DENVERFITA_RL_20CM_X_10MTS_ONU__N_A.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168482/imagens_otimizadas_marketplace/3_DENVERFITA_RL_20CM_X_10MTS_ONU__N_A.jpg"
