Código;classificacao_marketplace;canal_ml;canal_shopee;tipo_envio_ml_sugerido
390730;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00954;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
344257;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00616;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
353035;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02164;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
184199;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01896;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
101451;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00239;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
101377;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00428;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
145195;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
145194;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01088;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164703;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164701;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00344;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
390380;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G00350;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
390390;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00164;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
384;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
418770;VALIDO_AMBOS;SIM;SIM;ML_AGENCIA_COLETA
PAI-G00346;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
390340;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G00347;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
390360;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00351;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
390350;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00375;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
1185;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00421;FORA_LIMITE;NAO;NAO;FORA_ML
1323;FORA_LIMITE;NAO;NAO;FORA_ML
1325;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G00495;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
1489;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
2015;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
2016;VALIDO_AMBOS;SIM;SIM;ML_AGENCIA_COLETA
PAI-G00689;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
2114;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00896;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
2694;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G00656;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
4346;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
4349;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02175;FORA_LIMITE;NAO;NAO;FORA_ML
10103;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G01619;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10975;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01599;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10984;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01621;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10987;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00125;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11103;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11107;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00651;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11458;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01649;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11602;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00445;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11662;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11663;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00333;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11869;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00679;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11901;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02241;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
12450;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00384;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
12474;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
12475;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
12476;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01068;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
12779;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
12785;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01373;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13214;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01728;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13249;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00034;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13250;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13258;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01387;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13264;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13266;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13267;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01212;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13272;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01388;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13274;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01209;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13281;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01385;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13283;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13284;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13287;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00886;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13295;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01400;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13454;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01521;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13692;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01764;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13752;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00690;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14230;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14231;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14232;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14233;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14234;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14235;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14236;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14237;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14238;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00277;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15391;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01011;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15492;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15493;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00091;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15818;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15820;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15821;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00831;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15946;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00541;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16667;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00288;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17007;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17011;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17015;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00300;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17054;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17057;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17060;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00539;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17393;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01832;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17440;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00356;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17502;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00366;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17985;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17986;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17987;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17990;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01839;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18543;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18544;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18547;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18549;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01080;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18697;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02410;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18772;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01012;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18904;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01437;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18978;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01608;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
19106;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
19107;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00236;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
101349;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01198;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
101369;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01213;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104141;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01393;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104145;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00044;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104161;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104163;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01208;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104213;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104215;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104217;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104220;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01241;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104222;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104223;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01378;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104229;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01767;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104232;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01858;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104234;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01853;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104235;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104236;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104237;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00652;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
107250;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01453;FORA_LIMITE;NAO;NAO;FORA_ML
110296;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G00129;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
111133;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01781;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
111134;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00677;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112138;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02033;FORA_LIMITE;NAO;NAO;FORA_ML
112175;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G01729;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112179;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01730;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112180;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01794;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112184;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112371;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112372;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
112373;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00836;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
113116;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00877;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
113119;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00880;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
113120;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01150;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
113221;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
113222;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00646;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
116178;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
116180;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01731;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
126189;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
126225;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01920;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127326;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01857;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132100;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132111;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132116;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132119;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132120;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132122;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132132;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01872;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132153;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132155;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132163;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02143;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132288;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02379;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132298;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00043;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
132339;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00491;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
152122;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00230;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
153103;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00784;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
156162;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02034;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159145;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01425;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
179120;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
179121;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00926;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
181140;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00967;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
184157;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02024;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
185115;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02268;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187111;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02258;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187113;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02263;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187115;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01834;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
188330;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
188331;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00283;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190340;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
192324;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190342;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00434;FORA_LIMITE;NAO;NAO;FORA_ML
190452;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G02297;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190682;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01343;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190941;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190943;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190944;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190945;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01633;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191250;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191274;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01644;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191297;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191299;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191307;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191321;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01648;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191333;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191341;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191342;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191358;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191365;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191366;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191368;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191369;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191370;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191373;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191378;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191379;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01760;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191401;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191403;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191405;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01647;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191439;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191450;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01626;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191547;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191607;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191609;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01609;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191610;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191617;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191623;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191628;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01604;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191647;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191648;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191650;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191663;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01632;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191765;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191766;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01634;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191767;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
192355;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02221;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199221;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02224;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199224;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02220;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199225;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02222;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199228;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02219;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199229;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02223;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199231;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02218;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199234;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00259;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
229172;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
229180;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
229199;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
229202;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00261;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159199;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159203;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159214;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00260;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159210;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159200;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159201;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159202;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159204;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00606;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
30473;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00098;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
413730;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01557;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
182233;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01328;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
335355;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
335363;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
335371;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01326;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
335045;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
335053;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01327;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
335070;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01123;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
135415;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01655;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
135433;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01987;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
324191;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00921;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
135408;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
135409;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02001;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
135449;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01122;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
135413;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01152;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
188228;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
188226;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
188227;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
188244;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01078;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
