chave,url_cloudinary
local_3_LAMP_HALOGENA_BULBO_CLASSICA_100X127_FOX.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/3_LAMP_HALOGENA_BULBO_CLASSICA_100X127_FOX.jpg"
local_2_PARAF_SEX.ROS.SOBERBA_3_16_X_45.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887133/imagens_otimizadas_marketplace/2_PARAF_SEX.ROS.SOBERBA_3_16_X_45.jpg"
local_3_COLA_SILICONE_50GR_BOND_GARIN_BLISTER.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/3_cola_silicone_50gr_bond_garin_blister.jpg"
local_1_DISCO_SPED_INOX_STARRET_4.1_2X7_8X1_0.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/1_DISCO_SPED_INOX_STARRET_4.1_2X7_8X1_0.jpg"
local_3_PARAF_P_VASO_LATONADO_B08_WS.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/3_paraf_p_vaso_latonado_b08_ws.jpg"
local_3_PASTA_DESENGRAXANTE_P_MAOS_1KG_PINHEIRO.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/3_pasta_desengraxante_p_maos_1kg_pinheiro.jpg"
local_3_GABINETE_TOQUIO_1_50_PRETO_AJ_RORATO.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/3_GABINETE_TOQUIO_1_50_PRETO_AJ_RORATO.jpg"
local_2_BROCA_IRWIN_ACO_RAPIDO___7_0MM.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/2_BROCA_IRWIN_ACO_RAPIDO___7_0MM.jpg"
local_2_PONTEIRO_MAKITA__SDS-PLUS_250MM.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/2_ponteiro_makita__sds-plus_250mm.jpg"
local_1_JOGO_PONTEIRA_FERTAK_07PC_FEND_PHIL_ADAP.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887135/imagens_otimizadas_marketplace/1_JOGO_PONTEIRA_FERTAK_07PC_FEND_PHIL_ADAP.jpg"
local_2_CORDA_POLIEST.FIRMEZA_04MM-230MT_CARRET.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887134/imagens_otimizadas_marketplace/2_corda_poliest.firmeza_04mm-230mt_carret.jpg"
local_1_ESMALTE_1_4_SINTET.BASE_AGUA_EUCALAR_BR.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887135/imagens_otimizadas_marketplace/1_esmalte_1_4_sintet.base_agua_eucalar_br.jpg"
local_1_ROLO_TIGRE_ESP.POLIEST.REF.1341_15CM.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887135/imagens_otimizadas_marketplace/1_rolo_tigre_esp.poliest.ref.1341_15cm.jpg"
local_2_CJ_PIAL_POP_1TOM_10A_LGX030_BR.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887135/imagens_otimizadas_marketplace/2_CJ_PIAL_POP_1TOM_10A_LGX030_BR.jpg"
local_1_FIXA_CUBA_ESPELHO_GARIN___80G_BR.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887135/imagens_otimizadas_marketplace/1_fixa_cuba_espelho_garin___80g_br.jpg"
local_3_EXT_NATICON_PP_0_75_10MT_2P_T10A_PT.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887135/imagens_otimizadas_marketplace/3_EXT_NATICON_PP_0_75_10MT_2P_T10A_PT.jpg"
local_1_CANETA_P_MARCACAO_PERMAN.INDL_BRASF_AZ.jpg,"https://res.cloudinary.com/df1gquwl9/image/upload/f_auto,q_auto/v1764887135/imagens_otimizadas_marketplace/1_caneta_p_marcacao_perman.indl_brasf_az.jpg"
