ID,Código,Descrição,classificacao_marketplace,canal_ml,canal_shopee,tipo_envio_ml_sugerido,necessitaMontagem,produtoPersonalizado
16646334958,290637,Tipo:B;Medida:3/4 X 90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646334960,290653,Tipo:E;Medida:1 1/2 X 90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331051,PAI-G00710,COTOVELO PLASTILIT,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331195,400340,Cor:AZUL;Medida:3/4 X 1/2,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331030,PAI-G00711,COTOVELO PLASTILIT LL E,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331075,400520,Medida:1 1/2X90;Acabamento:Marrom,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331033,PAI-G00712,COTOVELO PLASTILIT LL K,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331086,400580,Medida:3/4 X 45;Cor:MARROM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331034,PAI-G00713,COTOVELO PLASTILIT LL N,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331089,400610,Medida:1 1/2 X 45;Cor:MARROM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646343160,PAI-G00714,COTOVELO SHIVA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646422067,421960,Cor:AZUL;Medida:3/4 X 1/2,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339305,PAI-G00715,COTOVELO TIGRE LL B,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339393,35530,Medida:3/4;Tipo:X 90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322369,PAI-G00716,CUBA INOX QUADRADO DOCOL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322456,133536,Medida:46x30x11;Material:inox,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322457,133537,Medida:56x33x11;Material:inox,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646343256,PAI-G00717,CUMEEIRA UNIVERSAL BRASILIT,SOMENTE_ML,SIM,NAO,ML_AGENCIA_COLETA,Não,Não
16646424493,237400,Voltagem:110V;Tipo:SEM AMIANTO,SOMENTE_ML,SIM,NAO,ML_AGENCIA_COLETA,Não,Não
16646325753,PAI-G00718,CUNHA NIVELADORA ECO CORTAG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325818,181189,Variação:Reutilizável,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325756,PAI-G00719,CUNHA NIVELADORA SLIM CORTAG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339294,PAI-G00720,CUNHA NIVELADORA SLIM DEPLAST,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325765,PAI-G00721,CUNHA PISO NIVELAMENTO CORTAG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325847,322784,Cor:AZUL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325609,PAI-G00722,CUPINICIDA SPRAY VEDACIT,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325665,11744,Medida:400ML,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319874,PAI-G00723,CURVA CURTA ESGOTO KRONA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646415061,132144,Medida:100X90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330344,132213,Medida:50X90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646320269,132111,Medida:75X90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330260,PAI-G00724,CURVA ELETRODUTO AMANCO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330312,130159,Medida:11/2X90;Variação:F,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330310,130202,Medida:11/4X90;Variação:H,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646334880,PAI-G00725,CURVA FORTLEV LL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646334955,300144,Tipo:B;Medida:3/4 X 90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646334898,PAI-G00726,CURVA FORTLEV LL E,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646334992,300160,Medida:1 1/2 X 90;Cor:MARROM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322682,PAI-G00727,CURVA LONGA LL AMANCO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322755,15889,Medida:1 1/2X90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322754,15886,Medida:3/4X90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319432,PAI-G00728,CURVA LONGA LL KRONA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330331,132212,Medida:11/2X90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319504,132210,Medida:3/4X90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646343493,PAI-G00729,CURVA ELETRODUTO CACHIMBO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646424727,204927,Medida:1,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339162,PAI-G00730,CURVA PARA ELETRODUTO PVC,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339241,204862,Medida:3/4;Variação:B,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319421,PAI-G00731,CURVA SOLDAVEL KRONA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646421342,2267,Medida:11/2 90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319477,2263,Medida:3/4;Tipo:90,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323152,PAI-G00736,DENVER FIX CHAPISCO DENVER,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323196,50515558,Capacidade:1 LITRO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323151,PAI-G00737,DENVER IMPER DENVER,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323195,50511111,"Capacidade:3,6 LITROS",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323154,PAI-G00738,DENVER IMPERBLACK,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323197,10135264,Capacidade:900 ML,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323153,PAI-G00739,DENVER POXI,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323155,PAI-G00740,DENVERCRIL SUPER,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323198,20240076,Cor:BRANCO;Peso:12 KG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323202,20240080,Cor:BRANCO;Peso:4 KG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323200,20240077,Cor:CINZA;Peso:12 KG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323158,PAI-G00741,DENVERFITA DENVER,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323210,40180012,Medida:10cm x 10mts;Modelo:ROLO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323211,40180013,Medida:15cm x 10mts;Modelo:ROLO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323212,40180014,Medida:20cm x 10mts;Modelo:ROLO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323213,40180015,Medida:30cm x 10mts;Modelo:ROLO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323156,PAI-G00742,DENVERLAJE DENVER,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323207,10145048,Cor:PRETO;Peso:18 KG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323204,10145047,"Cor:PRETO;Peso:3,6 KG",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323157,PAI-G00743,DENVERTEC,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323209,10150752,Peso:18KG;Modelo:100 F,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646342676,PAI-G00750,DESEMPENADEIRA AÇO C/PLÁSTICO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646342720,190428,"Tipo:LISA;Medida:12X25,5",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330423,PAI-G00744,DESEMPENADEIRA ACO CASTOR,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330424,PAI-G00751,DESEMPENADEIRA AÇO CASTOR,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330537,165344,Medida:14x24;Tipo:Raspadeira,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330534,17605,Medida:400mm;Tipo:Lisa,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330531,17602,Tipo:Dent;Medida:12x27,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330532,186015,Tipo:Dentada;Medida:12x40,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330529,17601,Tipo:Lisa;Medida:12x27,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330428,PAI-G00752,DESEMPENADEIRA AÇO CASTOR,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330547,292834,Tipo:Dente 12;Medida:400m,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330242,PAI-G00745,DESEMPENADEIRA ACO DENTADA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330290,412890,Medida:12X29;Modelo:212/3,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330240,PAI-G00746,DESEMPENADEIRA ACO LISA GALO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330288,412880,Medida:12X29;Modelo:212/0,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330630,PAI-G00753,DESEMPENADEIRA AÇO LISA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330730,310832,Medida:12X48;Acabamento:LISA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325799,PAI-G00747,DESEMPENADEIRA ACO MAX,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325894,439580,Tipo:DENTADA;Medida:10x24,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325892,439590,Tipo:LISA;Medida:10x24,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322530,PAI-G00748,DESEMPENADEIRA ACO  ROMA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322610,175099,Variação:COM BORRACHA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330426,PAI-G00754,DESEMPENADEIRA AÇO PRATICA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330544,199368,Medida:10x24;Tipo:Dente,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330543,199365,Medida:10x24;Tipo:Lisa,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330552,199367,Medida:12x35;Tipo:Dente,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330550,199366,Medida:10x35;Tipo:Lisa,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325936,PAI-G00755,DESEMPENADEIRA BEROX COMPEL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646326026,176258,Material:ACO;Medida:14X25,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646326028,176259,Material:ACO;Medida:14X40,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319890,PAI-G00756,DESEMPENADEIRA FERJA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319943,190797,Medida:22X34;Cor:PRETO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646342719,190429,"Tipo:AÇO DENTEADA;Medida:12 X 25,5",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319412,PAI-G00757,DESEMPENADEIRA INJEREST,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319466,2302,Medida:18X30;Acabamento:LISA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319913,2303,Medida:22X34;Cor:AZUL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646343335,PAI-G00758,DESEMPENADEIRA MADEIRA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646424733,58645,Tamanho:12;Material:Madeira,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646343425,58688,Tamanho:20,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330412,PAI-G00759,DESEMPENADEIRA PVC CASTOR,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330506,17610,Medida:12X22;Cor:PRETO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330509,111643,Medida:15X26,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330538,17629,Medida:15x26;Cor:Branco,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330539,17630,Medida:18x30;Cor:Branco,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330511,74993,Medida:22X34CM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330520,111635,Tipo:Corrugada;Medida:18x30,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330525,102385,Tipo:Corrugada;Medida:20x30,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330523,833,Tipo:Corrugada;Medida:22x34,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330524,165387,Tipo:Super Lisa;Tamanho:18cm,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646343247,PAI-G00760,DESEMPENADEIRA PVC CORRUGADA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646421588,176104,Medida:22X34;Cor:AZUL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646424321,17670,Medida:22X34;Cor:PRETA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319751,PAI-G00761,DESEMPENADEIRA PVC CORRUGADA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319842,190796,Medida:18X30;Cor:AZUL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319844,190798,Medida:22X34;Cor:AZUL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330855,PAI-G00762,DESEMPENADEIRA PVC EMAVE,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330967,333735,Medida:18X30;Cor:AZUL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330849,PAI-G00763,DESEMPENADEIRA PVC EMAVE AZUL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330943,333816,Tipo:CORRUGADA;Medida:16X28,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330948,333824,Tipo:CORRUGADA;Medida:18X30,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330944,333832,Tipo:CORRUGADA;Medida:22X34,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330946,333743,Tipo:LISA;Medida:22X34,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330245,PAI-G00764,DESEMPENADEIRA PVC GALO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330291,412950,Cor:AZUL;Tamanho:18X30,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330293,412960,Cor:AZUL;Tamanho:22X34,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330246,PAI-G00765,DESEMPENADEIRA PVC GALO BRANCO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330296,413070,Medida:15X26;Granulação:GRAFIATO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322522,PAI-G00766,DESEMPENADEIRA PVC ROMA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322586,19958,Granulação:Grafiato;Medida:08X16,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16650694675,PAI-G00767,DESEMPENADEIRA PVC SKILLO AZUL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16650694732,297283,Medida:18X30;TIPO:LISA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16650694733,297364,Medida:22X34;TIPO:CORRUGADA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16650694734,297348,Medida:22X34;TIPO:LISA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16650694676,PAI-G02449,DESEMPENADEIRA SKILLO PRETA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16650694735,297275,Medida:18X30;LISA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324575,PAI-G00769,DESENTUPIDOR OVERTIME,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324657,15505,Medida:05M,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324660,15506,Medida:10M,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330615,PAI-G00770,DESENTUPIDOR THOMPSON,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330711,17997,Medida:5M,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331800,PAI-G00771,DESINFETANTE CREO LINHAL,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646331870,13690,Medida:900ML,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324860,PAI-G00772,DIABO VERDE,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324909,385990,Granulação:Granulado;Peso:300G,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324913,386000,Peso:1LT;Variação:Líquido,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646338895,PAI-G00773,DILUENTE PU ITAQUA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339057,152182,Medida:900 ML,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324437,PAI-G00774,DISCO BORRACHA BOSCH EDA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324497,180665,Tamanho:4.5;Medida:14MM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646324498,180664,Tamanho:4;Medida:14MM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330644,PAI-G00775,DISCO BORRACHA THOMPSON,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330743,116170,Tamanho:4 1/2;Medida:15MM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330642,PAI-G00776,DISCO BORRACHA MAKITA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330742,116169,Tamanho:4 1/2;Medida:15MM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330745,116171,Tamanho:7;Medida:15MM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646343200,PAI-G00778,DISCO CORTE 7 EM 1 WAVES,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646421952,408400,"Medida:4,1/2X7/8X1,0",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322073,PAI-G00779,DISCO CORTE ACO STARRET,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322157,2354,"Medida:7,0X1,6X22 7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330821,PAI-G00780,DISCO CORTE FERRO 2T THOMPSON,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330906,180185,"Medida:41/2X1,0X7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339445,PAI-G00781,DISCO CORTE FERRO ICDER,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339521,17182,Medida:07X1/8X7/8;Tipo:2T,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325757,PAI-G00782,DISCO CORTE INOX CORTAG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325832,181200,"Medida:4 1/2X1,0X7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322216,PAI-G00783,DISCO CORTE INOX  NORTON,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322271,171214,"Medida:07X1,6X7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322272,171213,"Medida:41/2X1,0X7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646320240,PAI-G00784,DISCO CORTE INOX STARRETT,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646418035,156162,"Medida:4 1/2X1,0X7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646338886,PAI-G00785,DISCO CORTE ITAMBE FERRO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339032,275425,"Tipo:A;Medida:4,3/8X20M",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339036,275433,"Tipo:B;Medida:4,1/2X7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646340094,PAI-G00786,DISCO DESBASTE FERJA,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646340196,190368,"Medida:4 1/2 X 2,5 X 7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646340194,190365,"Medida:4 1/2 X 4,8 X 7/8",VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319891,PAI-G00787,DISCO DIAMANTADO BOSCH,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319949,376396,Tipo:PARA PORCELANATO;Medida:177mm,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319944,318280,Tipo:SEGMENTADO;Modelo:674,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646319947,318299,Tipo:TURBO;Modelo:675,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325423,PAI-G00788,DISCO DIAMANTADO HAMMER,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325463,350133,Tipo:Liso,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325465,350141,Tipo:Segmentado,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325464,350150,Tipo:Turbo,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325427,PAI-G00789,DISCO DIAMANTADO HAMMER ,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325295,PAI-G00790,DISCO DIAMANTADO IRWIN,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325358,217905,Tipo:Liso Contínuo,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325360,217891,Tipo:Segmentado,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325361,217883,Tipo:Turbo,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646343120,PAI-G00791,DISCO DIAMANTADO MAKITA SEGM,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646422610,442900,Tipo:PARA PORCELANATO ;Modelo:D42531,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646338907,PAI-G00792,DISCO DIAMANTADO MELFI,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339070,2387,Granulação:Liso Contínuo,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339072,2403,Tamanho:110x20mm;Formato:Turbo,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646339071,2399,Tipo:Seco VD;Granulação:Segmentado,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322213,PAI-G00793,DISCO DIAMANTADO NORTON,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646322260,435590,Granulação:FINO;Variação:PORCELANATO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325769,PAI-G00794,DISCO DIAMANTADO  PRO CORTAG,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646325849,181147,Medida:43/8X3/4,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323304,PAI-G00795,DISCO DIAMANTADO QUARTZOLIT,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323366,449850,Tipo:ULTRA FINO;PORCELANATO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330638,PAI-G00797,DISCO DIAMANTADO TURBO BASIC,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330737,179187,Medida:7X3/4;Variação:TURBO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646330739,179188,Medida:9X3/4;Variação:TURBO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323033,PAI-G00798,DISCO DIAMANTADO WAVES PLUS,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646422690,408190,Variação:PORCELANATO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323136,408200,Variação:SEGMENTADO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
16646323135,408210,Variação:TURBO,VALIDO_AMBOS,SIM,SIM,ML_CORREIOS,Não,Não
